equipment_type,category,loss_type,link_type,link,date,manually_changed
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/4NDBkRtF/3326.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/yNPWshtg/53.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/90Ff8tcv/4776.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J496djT1/43.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/4xBF4TJG/37.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/4xBF4TJG/37.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged and abandoned,postimg,https://i.postimg.cc/3Jzj3bLL/bnm.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/JnP8Cxr0/Screenshot-8249.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/c1Dj5KT3/3557.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/c1Dj5KT3/3557.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postlmg,https://postlmg.cc/470fJLsW,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8zp60hrh/32.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8zp60hrh/32.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ZqBzP3Qx/5gj.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ZqBzP3Qx/5gj.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/3Nzz7rkv/u1.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/G3fWvKXm/u2.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RVCJ72dZ/u1.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/wjyvFzmg/446.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/W43yHnyk/f6.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/pT562dRV/f7.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/d0y9nJW1/33y.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/yNgPRr5v/t12.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/qvjrSD3d/779.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RFTN92sS/4467.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/GphX6Wjv/2001.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postlmg,https://postlmg.cc/phXQVhnt,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Hn0ndS94/2007-unkn-veh-destr.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/VN6x5cGB/477.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/nr1bj67m/4318.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/FKjwYM0x/287.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xdJMgQ6K/4366.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Fs3MkFsD/5g3.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/QCrq2DGd/f2f.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/5ynFsWfG/f2fo.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/3wPcHfKr/47.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BnFFVmwB/370.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J79Z5wpz/5879.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/05Fc9zXP/438.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/JhSGsCfD/479.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/XqCKrg13/43770.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/KYLDHLBh/5590.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/K8GfvVxC/265.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/bY1908vK/f38.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/QFzg9x1V,,False
