equipment_type,category,loss_type,link_type,date,manually_changed,link
T-80UE-1,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8cmCrDPJ/1008-T-80-UE-1-destr-06-06-23.jpg
T-80UE-1,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zX4zQbS8/1005-T-80-UE-1-destr-28-02-25.jpg
T-80UE-1,Tanks,captured,postimg,,False,https://i.postimg.cc/Ls88PXB9/74.png
T-80UE-1,Tanks,captured,postimg,,False,https://i.postimg.cc/FHDVg0xB/3dd.png
T-80UE-1,Tanks,captured,postlmg,,False,https://postlmg.cc/HVYptsVc
T-80UE-1,Tanks,captured,postimg,,False,https://i.postimg.cc/fb0m5nJQ/4388.jpg
T-80UM2,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XJJ81n2X/68.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/h469K9pD/4h.png
T-80BVM,Tanks,destroyed,postimg,,False,https://postimg.cc/n9zQmMvR
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YSnxY02f/1014-t80bvm.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/JnXXXNbJ/1003.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MHv6Bc4t/366.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dw8vCvxp/443.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SKVJwv66/f48.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QN9PJ42B/g42.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rsrPys1G/g43.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cLmTmFNx/ff3.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/L6wNT0jg/1010.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Gt9y596c/1007-T-80-BVM-destr-13-11-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/G34Kvxyy/1005-t80bvm.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/d0YT59gV/1007-t80bvm.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Zq0SCqxN/1011-t80bvm.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/prSNTN7t/1010-T-80-BVM-destr-19-01-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Y0MpMLhV/1013-t80bvm-destr.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/dt1qYDkp/1008-t80bvm-destr.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wBG63pCF/1015-t80bvm-destr.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/GhMyZ78q/1006-t80bvm-destr.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2yFSZ0jH/1024-t80bvm-destr-05-01-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DZ4Snh33/t0.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/GtJVfD3Z/1027-T-80-BVM-destr-21-06-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7ZyLH5TQ/1006-t80bvm-destr-08-03-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jjQWHv0g/1010-t80bvm-destr-11-03-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ZK1MFS7D/1007-t80bvm-destr-15-03-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CxcKBnBr/4770.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/C1gvFPG7/1030-t80bvm-destr-20-06-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RFZpH2h0/798p.png
T-80BVM,Tanks,captured and later destroyed,postimg,,False,https://i.postimg.cc/MTxMwmws/2500.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9XZRLvWD/1301-t80bvm-destr-16-03-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kX4TXtb0/1017-t80bvm-destr-26-08-22.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1RJkMnxf/1300-t80bvm-destr-07-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/63RZZDq8/1040-t80bvm-destr-13-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gj8vTjQ5/1004-t80bvm-destr-20-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XNCcJ1q8/1007-t80bvm-destr-20-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dw2qx2gj/1036-t80bvm-destr-30-06-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fbyYhB1Y/1040-t80bvm-destr-30-06-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XqVQ4027/1006-t90m-destr-14-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9fxQGWD5/1014-t80bvm-destr-10-08-22.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rsX8PPLq/1031-t80bvm-destr-30-06-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BQGbt1Q7/1022-t80bvm-destr-21-06-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pdXVXs8P/286.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/k48qb0qh/432.png
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/xj4Q9LF5/1022-T-80-BVM-destr-25-09-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W4bmJt2d/1004-t80bvm-destr-12-10-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T3v6fm6K/1029-t80bvm-destr-12-10-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SsSGRm7S/1028-T-80-BVM-destr-27-03-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0yMSxRg8/1000-t80bvm-destr-04-12-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zfVCmRXT/1001-t80bvm-destr-10-07-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3rBQKxsh/1047-1x-t80bv-destr-14-12-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jdJwkppN/1037-t80bvm-destr-21-01-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x8g7JJGS/1038-t80bvm-destr-17-02-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/mrM5363j/1042-t80bvm-destr-17-02-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/JnrCfGG4/1005-T-80-BVM-destr-27-01-23.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0jctq5BJ/1052-t80bvm-destr-08-03-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NG97VJ2v/1006-T-80-BVM-destr-23-12-24.jpg
T-80BVM,Tanks,captured and stripped,postimg,,False,https://i.postimg.cc/hG5kw26r/1006-t80bvm-captured-and-stripped.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1zLVXV5W/1034-T80-BVM-destr-04-05-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Sx8SbSD8/1021-T-80-BVM-destr-13-06-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Wp9qB4XB/1101-t80bvm-destr-08-05-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BvgbdtN4/1093-T-80-BVM-destr-04-06-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tTb9wB6k/1021-T-80-BVM-destr-10-06-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RZnRCJ1P/1049-T-80-BVM-destr-12-07-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/G2gzxyfk/1101-t80bvm-destr-10-06-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pLWZ79Sx/1021-t80bvm-destr-05-08-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zvwcJmp0/1032-T-80-BVM-destr-30-08-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YSVVRzhf/1027-T-80-BVM-destr-31-08-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sx7PFB8c/1034-T-80-BVM-destr-17-09-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/yN81SLBJ/1069-T-80-BVM-destr-08-09-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Qt8x7f2T/1600-T-80-BVM-destr-08-10-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KcsR2HJ4/1010-T-80-BVM-destr-31-10-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/15SSckDY/1071-T-80-BVM-destr-11-11-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RCK9tSJH/1072-T-80-BVM-destr-11-11-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CLYRgp94/1013-T-80-BV-destr-15-11-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KjKLGBBd/1076-T-80-BVM-destr-28-01-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/yNpX5VXM/1045-T-80-BVM-destr-31-12-24.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Bb9LkTFg/1064-T-80-BVM-destr-19-01-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QdxBmqVn/1008-T-80-BVM-destr-22-02-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YqTGw6V9/1019-T-80-BVM-destr-27-02-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/G2JjHQW7/1108-T-80-BV-destr-10-04-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/5yKhxTS8/1023-T-80-BVM-destr-28-02-25.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hGDWP63N/1101-T-80-BVM-destr-10-06-22.jpg
T-80BVM,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6QZhBggk/1017-T-80-BVM-destr-31-08-25.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/XqF94zbR/1013-t80bvm-dam-08-01-24.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/qRpN5jRw/1002-t80bvm.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/SNjfMJpJ/1035-t80bvm-dam.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/0jpdhfs9/r2.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/2Sgct83P/1022-t80bvm-destr-13-06-23.jpg
T-80BVM,Tanks,damaged,postimg,,False,https://i.postimg.cc/g0tqwf3M/1032-T-80-BVM-dam-16-07-23.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/J0tMSfm3/1005-72-B3-and-80-BVM-dam-aband-20-08-23.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/hPJTRzdX/1006-T-80-BVM-dam-aband-22-01-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/Qd4nbQGx/1027-t80bvm-dam-aband-27-02-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/BnbjCBjY/1040-T80-BVM-dam-aband-04-05-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/DwNjffth/1011-T-80-BV-dam-aband-02-04-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/cJmrh11q/1012-T-80-BV-dam-aband-02-04-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/tJH8Dkb3/1026-T-80-BVM-dam-aband-21-06-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/7YgcL3mD/1052-T-80-BVM-dam-aband-05-07-24.jpg
T-80BVM,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/FKD7JWnw/1008-T-80-BVM-dam-aband-16-07-24.jpg
T-80BVM,Tanks,damaged and captured,postimg,,False,https://i.postimg.cc/rwk9X6Y1/1000-t80bvm-nr-14.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/mg86Vqy2/87.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/jdKNRZQV/v6.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/KzmrkB8F/bf.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/DZqKW1G3/4gf.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/Jz3zpSPT/699.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/zBtgdVxQ/652.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/s2HV4pJ2/1014-t80bvm-capt-04-11-22.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/7LpghV24/g2.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/sxq0VQ80/1022-t80bvm-capt-08-01-23.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/zDd2qYhc/658.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/Ls5fcmpp/332.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/rFRQbXwh/h5.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/pT8gPXns/g78.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/QMpKGxyL/324.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/fLpZW20x/d35.png
T-80BVM,Tanks,captured,postimg,,False,https://postimg.cc/xkfbcmNr
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/jqhrZ0cY/1501-t80bvm-capt.jpg
T-80BVM,Tanks,damaged and captured,postimg,,False,https://i.postimg.cc/SKr2CC26/1003-t80bvm.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/hj94SdBL/488.png
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/G2kcWxhG/1008-t80bvm-capt.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/FzphRFSK/1012-t80bvm-capt.jpg
T-80BVM,Tanks,damaged and captured,postimg,,False,https://i.postimg.cc/W3S234zd/1031-t80bvm-dam-capt.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/5yzWxdKB/1015-t80bvm-capt.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/FKrZysss/1028-t80bvm-capt.jpg
T-80BVM,Tanks,captured,postimg,,False,https://i.postimg.cc/NfVhpKMn/1000-t80bvm-capt.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wMDRKRqm/1301-t80bvm-destr-13-05-23.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/65bYJgCt/1037-80-BVM-obr-2022-destr-16-07-23.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DyCkh0hY/379.png
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Kv9wVd76/1038-T-80-BVM-Obr-2022-destr-12-10-23.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1txzNrb7/1201-t80bvm-2022-destr-11-10-23.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kgCt6wV9/1068-T-80-BVM-Obr-2022-destr-22-01-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9FvmsdL1/1040-T-80-BVM-Obr-2022-destr-27-02-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/PqJpjZXM/1020-T-80-BVM-destr-28-02-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/029Gq8r4/1024-T72b1989-aband-and-T80bvm-destr-15-10-23.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wMB77wY7/1094-T-80-BVM-obr2022-destr-20-03-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Y9vtjgBb/1052-t80bvm2022-destr-20-03-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FzCDQQwS/1006-T-80-BVM-Obr2022-destr-02-04-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/j2vjHDtY/1065-T-80-BVM-Obr-2022-destr-06-05-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bNFRhPM0/1038-T-80-BVM-Obr2022-destr-30-05-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FzMKHGcY/1042-T-80-BVM-Obr-2022-destr-05-06-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/j2zvxS97/1029-T-80-BVM-Obr-2022-destr-15-06-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/C5KsVTs8/1021-T-80-BVM-Obr-2022-destr-22-06-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ncCGRxzb/1028-T-80-BVM-Obr-2022-destr-22-06-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9Fj1dgtD/1033-T-80-BVM-destr-06-08-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ncY20K00/1034-T-80-BVM-destr-06-08-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RFLKjV4Q/1059-T-80-BVM-Obr-2022-destr-17-08-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fRVbdWP1/1070-t80bvm-destr-06-05-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zvwMvrsX/1100-T-80-BVM-destr-08-07-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hjpyt1y5/1021-T-80-BVM-Obr-2022-destr-26-09-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1zTPRRbv/1092-T-80-BVM-Obr-2022-destr-06-10-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Kj7y5PjW/1236-T-80-BVM-Obr-2022-destr-19-10-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QtxS2ZfB/1018-T-80-BVM-Obr-2022-destr-27-10-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SKjmwgsf/1035-T-80-BVM-Obr-2022-destr-14-11-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DZXnzm1W/1051-T-80-BVM-Obr-2022-destr-15-11-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/m2kgCjSV/1024-T-80-BVM-Obr-2022-destr-22-11-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/V6Gg8L5y/1062-t80bv-obr2022-destr-27-09-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hv413v6S/1100-T-80-BVM-Obr-2022-destr-10-09-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1XgVcvr3/1010-T-80-BVM-Obr-2022-destr-16-12-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MpKbxBzy/1112-T-80-BVM-Obr-2022-destr-30-11-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W1dxdsv4/1001-T-80-BVM-Obr-2022-destr-26-12-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MKqRZqwq/1041-T-80-BVM-Obr-2022-destr-15-01-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/dtH7Hrrw/1004-T-80-BVM-Obr-2022-destr-20-01-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/5NNYSnHs/1024-T-80-BVM-Obr-2022-destr-19-01-25.jpg
T-80BVM Obr. 2022,Tanks,captured and later destroyed,postimg,,False,https://i.postimg.cc/Z0tztJr0/1005-T-80-BVM-Obr-2022-capt-and-later-destr-30-01-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/43HBysg9/1002-T-80-BVM-Obr-2022-destr-28-01-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/y8Mt32X8/1009-T-80-BVM-Obr-2022-destr-17-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CxjR1ghN/1042-T-80-BVM-Obr-2022-destr-22-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7LwfJWby/1043-T-80-BVM-Obr-2022-destr-22-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0yg6PQsj/1044-T-80-BVM-Obr-2022-destr-22-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NM0mZzGF/1419-T80-BVM2022-destr-07-01-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/15jy0SKC/1051-T-80-BVM-Obr-2022-destr-07-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tCYj4fHh/1190-T-80-BVM-Obr-2022-destr-15-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/L5NP18LB/1102-T-80-BVM-Obr-2022-destr-17-11-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/mDwGyDRt/1014-T-80-BVM-Obr-2022-destr-19-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/J0zC6L4K/1043-T-80-BVM-Obr-2022-destr-20-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1tLLxDqm/1026-T-80-BVM-Obr-2022-destr-27-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9FMWq0yw/1050-Unknown-T-80-Obr-2022-destr-06-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8CJ82S5J/1115-T-80-BV-obr2022-destr-20-10-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KcVYZ5Yw/1097-T-80-BVM-Obr-2022-destr-04-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Rhb1rBWV/1018-T-80-BVM-Obr-2022-destr-02-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1520Jyxv/1044-T-80-BVM-Obr-2022-destr-08-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/59k4XnbT/1029-T-80-BVM-Obr-2022-destr-27-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DyJ2LLzZ/1014-T-80-BVM-Obr-2022-destr-01-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jSytkTPY/1013-T-80-BVM-Obr-2022-destr-01-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/X7w0b1LT/1002-Unknown-T-80-Obr-2022-destr-26-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YqN99Pdh/1039-T-80-BVM-Obr-2022-destr-16-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W35GVRWy/1003-T-80-BVM-Obr-2022-destr-06-04-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MKWBvpTm/1106-T-80-BVM-Obr-2022-destr-04-02-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/LsPY3bk2/1043-Unknown-T-80-Obr-2022-destr-31-03-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6pyGy3y7/1041-Unknown-T-80-Obr-2022-destr-31-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cJ7NcbKQ/1006-T-80-BVM-Obr-2022-destr-11-12-24.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/dtzPcYr2/1011-T-80-BVM-Obr-2022-destr-08-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8cyN0ggC/1019-T-80-BVM-destr-11-03-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KzfXWRKq/1021-T-80-BVM-Obr-2022-destr-09-06-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0jNg1PD8/1012-T-80-BVM-Obr-2022-destr-08-06-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6q5ThWq7/1000-T-80-BVM-Obr-2022-destr-23-07-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/g03Dt3J2/1021-T-80-BVM-Obr-2022-destr-21-08-25.jpg
T-80BVM Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gcwHm8xG/1028-T-80-BV-destr-19-07-24.jpg
